,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,bundle_density,payment_friction_flag,overpaying_flag,unbalanced_bundle,contract_leverage,price_fatigue_index
138,Female,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.65,92.05,0,1,0,0,0,Low-Cost Flex,3.9299999999999997
139,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.65,19.65,0,1,0,0,0,Low-Cost Flex,19.65
140,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,0,1,0,0,0,Low-Cost Flex,19.65
141,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,1,1,0,0,0,Low-Cost Flex,19.65
142,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,0,1,0,0,0,Low-Cost Flex,19.65
143,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,68.35,0,1,0,0,0,Low-Cost Flex,6.55
144,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,67.55,0,1,0,0,0,Low-Cost Flex,4.9125
145,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.65,31.2,0,1,1,0,0,Low-Cost Flex,9.825
146,Female,0,1,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.65,655.85,1,1,0,0,0,Low-Cost Flex,0.6549999999999999
147,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,0,1,0,0,0,Low-Cost Flex,19.65
148,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,113.5,0,1,0,0,0,Low-Cost Flex,3.283333333333333
149,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,220.35,0,1,0,0,0,Low-Cost Flex,1.6416666666666666
150,Male,0,0,0,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,675.6,0,1,0,0,0,Low-Cost Flex,0.5794117647058823
151,Male,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.7,168.9,0,1,0,0,0,Low-Cost Flex,2.4625
152,Male,0,0,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,111.65,0,1,0,0,0,Low-Cost Flex,3.283333333333333
153,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,19.7,0,1,0,0,0,Low-Cost Flex,19.7
154,Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.7,342.4,1,1,0,0,0,Low-Cost Flex,1.23125
155,Female,0,0,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,216.2,0,1,0,0,0,Low-Cost Flex,1.7909090909090908
156,Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,340.35,0,1,0,0,0,Low-Cost Flex,1.1588235294117646
157,Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,180.7,0,1,0,0,0,Low-Cost Flex,2.1888888888888887
158,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,129.55,0,1,0,0,0,Low-Cost Flex,3.283333333333333
159,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,19.7,1,1,0,0,0,Low-Cost Flex,19.7
160,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0,1,0,0,0,Low-Cost Flex,19.75
161,Male,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,311.6,0,1,0,0,0,Low-Cost Flex,1.3166666666666667
162,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,19.75,0,1,0,0,0,Low-Cost Flex,19.75
163,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,1,1,0,0,0,Low-Cost Flex,19.75
164,Female,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,297.3,1,1,0,0,0,Low-Cost Flex,1.3166666666666667
165,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,58.85,1,1,1,0,0,Low-Cost Flex,6.583333333333333
166,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,78.3,0,1,0,0,0,Low-Cost Flex,4.9375
167,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,1,1,0,0,0,Low-Cost Flex,19.75
168,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.75,19.75,0,1,0,0,0,Low-Cost Flex,19.75
169,Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,208.25,0,1,0,0,0,Low-Cost Flex,1.975
170,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0,1,0,0,0,Low-Cost Flex,19.75
171,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.75,19.75,0,1,0,0,0,Low-Cost Flex,19.75
172,Male,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,313.4,0,1,1,0,0,Low-Cost Flex,1.234375
173,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,19.75,0,1,1,0,0,Low-Cost Flex,19.75
174,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,39.3,0,1,0,0,0,Low-Cost Flex,9.875
175,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,19.75,0,1,1,0,0,Low-Cost Flex,19.75
176,Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,294.9,0,1,0,0,0,Low-Cost Flex,1.234375
177,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.8,19.8,0,1,0,0,0,Low-Cost Flex,19.8
178,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,19.8,1,1,0,0,0,Low-Cost Flex,19.8
179,Female,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,272.95,0,1,0,0,0,Low-Cost Flex,1.32
180,Female,0,1,1,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.8,196.75,0,1,0,0,0,Low-Cost Flex,1.98
181,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.8,58.15,1,1,0,0,0,Low-Cost Flex,6.6000000000000005
182,Male,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.8,309.4,0,1,0,0,0,Low-Cost Flex,1.32
183,Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.85,193.05,0,1,0,0,0,Low-Cost Flex,1.985
184,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,19.85,0,1,0,0,0,Low-Cost Flex,19.85
185,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,57.2,0,1,0,0,0,Low-Cost Flex,6.616666666666667
186,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.85,19.85,1,1,1,0,0,Low-Cost Flex,19.85
187,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,19.85,0,1,0,0,0,Low-Cost Flex,19.85
188,Female,0,1,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,573.05,0,1,0,0,0,Low-Cost Flex,0.6844827586206897
189,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,119.3,0,1,0,0,0,Low-Cost Flex,3.3083333333333336
190,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,51.6,0,1,0,0,0,Low-Cost Flex,9.925
191,Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.8,0,1,0,0,0,Low-Cost Flex,2.2055555555555557
192,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,63.75,1,1,0,0,0,Low-Cost Flex,6.616666666666667
193,Male,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.85,252.0,0,1,0,0,0,Low-Cost Flex,1.526923076923077
194,Female,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.85,52.0,0,1,0,0,0,Low-Cost Flex,9.925
195,Female,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,108.05,1,1,0,0,0,Low-Cost Flex,3.97
196,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.85,63.0,0,1,1,0,0,Low-Cost Flex,4.9625
197,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,64.55,1,1,0,0,0,Low-Cost Flex,6.616666666666667
198,Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,138.85,0,1,0,0,0,Low-Cost Flex,3.3083333333333336
